,name,Morgan radius 2 tanimoto similarity average,Morgan radius 2 tanimoto similarity std,Morgan radius 2 tanimoto similarity max,Morgan radius 2 tanimoto similarity median,Morgan radius 2 tanimoto similarity percentile 80,Morgan radius 2 tanimoto similarity percentile 90,Morgan radius 2 tanimoto similarity percentile 95,Morgan radius 3 tanimoto similarity average,Morgan radius 3 tanimoto similarity std,Morgan radius 3 tanimoto similarity max,Morgan radius 3 tanimoto similarity median,Morgan radius 3 tanimoto similarity percentile 80,Morgan radius 3 tanimoto similarity percentile 90,Morgan radius 3 tanimoto similarity percentile 95,Morgan radius 4 tanimoto similarity average,Morgan radius 4 tanimoto similarity std,Morgan radius 4 tanimoto similarity max,Morgan radius 4 tanimoto similarity median,Morgan radius 4 tanimoto similarity percentile 80,Morgan radius 4 tanimoto similarity percentile 90,Morgan radius 4 tanimoto similarity percentile 95,custom fingerprint tanimoto similarity average,custom fingerprint tanimoto similarity std,custom fingerprint tanimoto similarity max,custom fingerprint tanimoto similarity median
sm11-11,sm11-11,0.194953710794778,0.04827870489119408,0.3194444444444444,0.1962451861360719,0.23377568493150686,0.25136363636363634,0.2624245038826575,0.15289135044608693,0.036535127870864055,0.24489795918367346,0.15598315592466955,0.18359683794466405,0.1980281690140845,0.20270270270270271,0.1435474904494744,0.03546110112604127,0.24050632911392406,0.14606741573033707,0.17321743512219703,0.18611491108071135,0.19223447785091619,0.39015264784928383,0.1179719729666448,0.75,0.38095238095238093
sm11-12,sm11-12,0.1518924234053546,0.05043790929744499,0.30357142857142855,0.14185110663983902,0.19688128772635816,0.212822966507177,0.26436217662801065,0.1267843747043901,0.03916505554163187,0.2361111111111111,0.11861646690984887,0.15789473684210525,0.17991858887381273,0.20799086757990853,0.11960677081998607,0.037473642742288836,0.2236842105263158,0.11251758087201125,0.14783625730994152,0.1719107551487414,0.1971633629528365,0.35402586256136453,0.08950624840786685,0.68,0.3333333333333333
sm11-13,sm11-13,0.1663443337836274,0.04484408542144401,0.30158730158730157,0.16666666666666666,0.19226006191950465,0.22405462184873945,0.2588686820973075,0.13498583543290546,0.03649673140246776,0.24390243902439024,0.13333333333333333,0.1571271205111258,0.17551768079006053,0.20590753424657532,0.12517835585734718,0.033319757581522495,0.2222222222222222,0.125,0.14546253570643816,0.1623514783089251,0.19023855890944497,0.44866813830202873,0.10104485282558956,0.7391304347826086,0.4530791788856305
sm11-14,sm11-14,0.1043259499540009,0.050665483951789464,0.3488372093023256,0.09807626245276538,0.1305602716468591,0.1568627450980392,0.16689528270324505,0.085357710616304,0.0396744030822117,0.2727272727272727,0.07865168539325842,0.10762613730355666,0.1268825910931174,0.13821254971277058,0.08098173495739187,0.03857996705641487,0.25862068965517243,0.07317073170731707,0.10127360562143171,0.11849751948972359,0.1329039812646369,0.3400524743789459,0.09733284758841976,0.7,0.3333333333333333
sm11-15,sm11-15,0.20442302308505053,0.04894162527524179,0.36,0.20662287903667215,0.2463768115942029,0.25545454545454543,0.2727272727272727,0.16334258157410173,0.03832326771100856,0.28125,0.16585760517799353,0.1917472598323662,0.2071652485445589,0.22306610407876223,0.15257917391908749,0.0358357714176303,0.2727272727272727,0.15463917525773196,0.17911111111111114,0.19283449587824986,0.21316137566137566,0.3796859500243731,0.06375452411285952,0.56,0.37142857142857144
sm11-16,sm11-16,0.16152138040840253,0.034270420542035746,0.25,0.15515873015873016,0.18996138996138998,0.2058734939759036,0.22533866995073884,0.13097342507860096,0.027084133492467716,0.2054794520547945,0.12778327560613556,0.1509127281820455,0.1672364672364672,0.17883465174609295,0.12207628116876687,0.025282150683620167,0.19480519480519481,0.12121212121212122,0.14092295957284515,0.15458357600465927,0.16883116883116883,0.3241959879018287,0.08574624519172187,0.6666666666666666,0.30662393162393164
sm11-17,sm11-17,0.19649962356779604,0.05769402170085332,0.3194444444444444,0.19360583446404342,0.24876543209876545,0.26941563369592714,0.29711986940298507,0.15716282503913995,0.04391434014378206,0.25806451612903225,0.15459297983569828,0.1978021978021978,0.21278280542986425,0.22988565488565488,0.14611576186706227,0.04107628501934237,0.24,0.1443612286985781,0.18392081120231774,0.19538178955654684,0.21621503496503494,0.4471594548652504,0.09608915096244049,0.782608695652174,0.42045454545454547
sm11-18,sm11-18,0.13312180627612097,0.052046227994788634,0.3877551020408163,0.1282051282051282,0.15625504439063767,0.1849257708412638,0.20689655172413793,0.10718509783454887,0.039778655543933936,0.30303030303030304,0.10714285714285714,0.12755598831548198,0.1468016464567805,0.1593710532962869,0.10228733518641238,0.038127311353065484,0.2857142857142857,0.0982310372554275,0.12003284072249591,0.14574609895710813,0.15219084712755598,0.4052187029399482,0.12039138785454524,0.7307692307692307,0.39379699248120303
sm11-19,sm11-19,0.1724695148274037,0.03253021970303614,0.2537313432835821,0.1728395061728395,0.19878787878787882,0.2239577972207926,0.22969735182849937,0.13970157400045594,0.02486567679466492,0.2073170731707317,0.14102564102564102,0.1600562023283822,0.1719107551487414,0.1787087912087912,0.1317272204522403,0.02474708688950582,0.19318181818181818,0.1315906315906316,0.15324862143370896,0.1637381454162276,0.1692207792207792,0.3954022833938367,0.1206803742886208,0.76,0.3973684210526316
sm11-20,sm11-20,0.16908644487914795,0.05770022762053288,0.5384615384615384,0.15584415584415584,0.20674318507890962,0.22432088285229201,0.26616586538461534,0.13575827116924666,0.045250133122574435,0.42028985507246375,0.1267172167707404,0.16666666666666666,0.17951847704367302,0.2135518292682926,0.1260621719059419,0.042115530633813535,0.38666666666666666,0.11628814147018031,0.15572871572871572,0.16470443652451763,0.19870507399577161,0.35215133225867745,0.10984951919457796,1.0,0.3333333333333333
sm11-21,sm11-21,0.13215249597079223,0.04550716756975955,0.3116883116883117,0.11733416770963705,0.16091954022988506,0.2027472527472527,0.2242224880382775,0.1096093715578159,0.03671432448398032,0.24742268041237114,0.09893226559893226,0.13157894736842105,0.17391304347826086,0.1836217948717948,0.09850635737742211,0.03263903986529768,0.22522522522522523,0.08866213151927438,0.11997136721546173,0.15429424943988052,0.16153395784543315,0.39296588129762805,0.11107056311147237,0.7941176470588235,0.39473684210526316
sm11-22,sm11-22,0.18670625075730352,0.05110065027832525,0.36,0.18544973544973545,0.2309337134711333,0.2551981471950592,0.2705415499533146,0.15103696508581108,0.04083997286496731,0.28125,0.15047021943573669,0.18622680412371137,0.2073170731707317,0.21409195402298847,0.1433955308280507,0.03938566708679613,0.2727272727272727,0.14213564213564212,0.1773376888525929,0.19286726499763815,0.20567765567765564,0.30248306181857376,0.08412957115151595,0.5833333333333334,0.2777777777777778
sm11-23,sm11-23,0.13180986031600106,0.045049576018798526,0.2545454545454545,0.1232876712328767,0.17016404647983596,0.20101694915254237,0.22247097844112768,0.10995734321828768,0.03605098362324085,0.2037037037037037,0.10169816138917262,0.1387167175905718,0.1658940987698342,0.17967783036039311,0.10414904946449068,0.03509365516895679,0.2,0.09380554568076786,0.13151807228915666,0.15698011599005796,0.17417743830787308,0.37624676936638574,0.10109643888560624,0.7307692307692307,0.3611111111111111
sm11-24,sm11-24,0.194803922780409,0.05105417017083515,0.4050632911392405,0.1906926406926407,0.23376399655469424,0.25322783672001437,0.26929559204840103,0.155144602214177,0.04004964807867753,0.32075471698113206,0.15022123893805311,0.1858442601016859,0.20575190575190574,0.2156712004730927,0.14364327077912317,0.03691114975878737,0.29914529914529914,0.14031993437243642,0.17034976152623213,0.1897834140780849,0.20257096774193542,0.4096686173014895,0.0895568118600222,0.6486486486486487,0.4246212121212121
sm11-25,sm11-25,0.14350718646590477,0.03391725526990043,0.22972972972972974,0.1385933806146572,0.17433333333333334,0.18352272727272725,0.2053113553113553,0.11549638566598261,0.026144313353402688,0.17346938775510204,0.1153733635632268,0.1371474617244158,0.1503488372093023,0.16045868575146388,0.10597675648326839,0.023757264731251004,0.1651376146788991,0.10483870967741936,0.12659574468085108,0.13986918045402078,0.14505500550055,0.46093168582354554,0.08203826889173536,0.7058823529411765,0.4650406504065041
sm11-26,sm11-26,0.1667781099342369,0.05465937713342105,0.3877551020408163,0.16213235294117648,0.19224543572369665,0.22887989203778678,0.27299465240641707,0.1332739756061365,0.040756155105863896,0.30303030303030304,0.13131313131313133,0.15530516431924882,0.1757547546216252,0.20139534883720922,0.12540672388128848,0.03880081113188307,0.2857142857142857,0.12135372415746248,0.1456362033499853,0.1673160173160173,0.1946256038647343,0.44069831904229917,0.10881252033684154,0.7391304347826086,0.44281045751633985
sm11-27,sm11-27,0.20702097575769834,0.07640111959953602,0.6153846153846154,0.2,0.2595478595478595,0.27922830867652937,0.3241803278688524,0.16898601470352098,0.06542739508066078,0.5873015873015873,0.16366758241758242,0.20429864253393668,0.22876288659793811,0.24907339851160065,0.1553204262196596,0.059671430317725954,0.5428571428571428,0.15,0.18518863530507687,0.2103030303030303,0.23726067746686302,0.4171152582430158,0.08161677427811909,0.6666666666666666,0.4
sm11-28,sm11-28,0.15049445729013847,0.03920288985733069,0.2459016393442623,0.14174107142857142,0.18761974944731027,0.20471054369359454,0.21949013157894734,0.12230885622334439,0.03030045779106351,0.19736842105263158,0.1149933882616214,0.1521880650994575,0.16488812392426846,0.17284038393174544,0.11491319964297708,0.028712378942435984,0.18518518518518517,0.10889328063241106,0.14285714285714285,0.15352012516000568,0.16129032258064516,0.3616879146609826,0.12185830364407481,0.76,0.35599078341013823
sm11-29,sm11-29,0.17651530167035218,0.04204240726731653,0.3116883116883117,0.16869918699186992,0.2115658657829329,0.23032700421940924,0.2571428571428571,0.14397572241054146,0.032273542030118216,0.24742268041237114,0.13861386138613863,0.16755162241887908,0.18544008483563093,0.2036906677393403,0.13242942433962937,0.02941738807876101,0.22522522522522523,0.12745098039215685,0.15613532110091743,0.16991279069767443,0.18556701030927836,0.44702240392153125,0.0891692583185863,0.7941176470588235,0.43902439024390244
sm11-30,sm11-30,0.1927281185351205,0.04471190649890791,0.3023255813953488,0.18795289855072464,0.23168005038576603,0.25070093457943926,0.26125541125541113,0.1507638172942293,0.03254118015456615,0.22413793103448276,0.14881882925134618,0.17699115044247787,0.19480676328502416,0.20244108581087797,0.13669810272021893,0.029817301381022746,0.19696969696969696,0.13476800976800976,0.1636226851851852,0.1761968480523342,0.18328373015873012,0.3622844202569146,0.08143067838448004,0.6666666666666666,0.3559577677224736
sm11-31,sm11-31,0.19209724289414776,0.053189367239168915,0.38461538461538464,0.1962451861360719,0.23377568493150686,0.2511194029850746,0.26740740740740737,0.15245051125130818,0.040326636244718064,0.28735632183908044,0.15306122448979592,0.18359683794466405,0.2006060606060606,0.21333333333333335,0.1424892019103449,0.036722550058708545,0.2631578947368421,0.1415511771581232,0.16992452830188678,0.18684399712437094,0.19867046533713192,0.3767775981779249,0.09074238547213916,0.7241379310344828,0.37228260869565216
sm11-32,sm11-32,0.20504273046487415,0.057158512319796725,0.4305555555555556,0.20316063864450962,0.23529411764705882,0.27236024844720497,0.2928022269353128,0.16946484832692468,0.05099180048277146,0.4111111111111111,0.16369798234552332,0.18996138996138998,0.224948347107438,0.24763215377894277,0.15372487443074534,0.044107133145680114,0.3557692307692308,0.15086108576642338,0.1737693136902623,0.2018738140417457,0.22641509433962265,0.40665852931925134,0.08272831436244162,0.5945945945945946,0.41025641025641024
sm11-33,sm11-33,0.130601733878725,0.02965227965421299,0.2125,0.12678320273256982,0.155478324492409,0.17002403846153846,0.18223776223776222,0.10392527220906782,0.02348867312461252,0.16981132075471697,0.1,0.12235827664399093,0.1344429795649308,0.1464583333333333,0.09657552753250337,0.022535560781855268,0.1619047619047619,0.09238318754000427,0.11438737341483443,0.1268778401496926,0.13585164835164829,0.367602507999139,0.11260579069118828,0.7037037037037037,0.35805860805860806
sm11-34,sm11-34,0.1879612301317874,0.061753577633509124,0.46511627906976744,0.17297802711547453,0.22714285714285717,0.2732620320855615,0.2995659722222221,0.15510079311245517,0.05319232997495432,0.38461538461538464,0.14185110663983902,0.1825864276568502,0.2254884143571104,0.2445221445221444,0.14242066414014326,0.04900628921727931,0.35714285714285715,0.13182553880228298,0.16666666666666666,0.20949948927477016,0.2260320543953375,0.323115512207529,0.10369943687989133,0.65,0.3090277777777778
sm11-35,sm11-35,0.20722548014092865,0.07617406503788189,0.4576271186440678,0.20443464128163455,0.2841046277665996,0.31629072681704257,0.3279072745901639,0.16971436246530028,0.06338056983731924,0.4189189189189189,0.16414835164835165,0.2199879007864489,0.2590985485103132,0.26687285223367696,0.1565753140425405,0.057667852997275434,0.3780487804878049,0.15707236842105263,0.2,0.23840579710144927,0.25,0.37369640766082596,0.10137237905778894,0.7727272727272727,0.3438423645320197
sm6-1,sm6-1,0.14158208314024415,0.03255352258072594,0.26229508196721313,0.13498329790464622,0.17037037037037042,0.18629629629629627,0.20088235294117643,0.1112360303603874,0.024408476033512427,0.20481927710843373,0.10966772029912883,0.12985185185185186,0.14285714285714285,0.15299435028248587,0.09919438220712985,0.022084261018580003,0.17894736842105263,0.09788763066202091,0.11484480431848854,0.12919261104192611,0.14116586538461534,0.35448877345748697,0.0630147768685625,0.53125,0.3506756756756757
sm6-3,sm6-3,0.20326618161069696,0.05842181858929241,0.3614457831325301,0.2076564739608218,0.25281732992576367,0.274645390070922,0.2935438596491228,0.16450859830989611,0.04789727949581066,0.2857142857142857,0.17027151403589508,0.2067825591336563,0.21951219512195122,0.23232626956853755,0.14772328178521035,0.04165501563090423,0.25,0.15209345362017118,0.18368244274809162,0.19845982369034348,0.2084469696969697,0.4582161079897135,0.09247399844830613,0.6285714285714286,0.4494949494949495
sm6-4,sm6-4,0.20147931837509658,0.0856140825939873,0.6923076923076923,0.1847967479674797,0.2558439945348404,0.288466637207247,0.34629329004328996,0.15932878041487977,0.07512274749032191,0.6705882352941176,0.14414414414414414,0.19857142857142862,0.21821305841924396,0.28254072733256536,0.14613702168892018,0.07039760710419127,0.648936170212766,0.1324094172649858,0.17817444219066939,0.19900709219858156,0.2524075275794938,0.4646242681003241,0.13589890907688904,0.9629629629629629,0.43902439024390244
sm6-5,sm6-5,0.18311730271039783,0.04811970463350809,0.3058823529411765,0.18752424046541694,0.21348314606741572,0.23210526315789473,0.26247987117552324,0.14731961783752184,0.03840915787231152,0.24561403508771928,0.14960629921259844,0.16998480243161096,0.1850221347761928,0.21204250295159374,0.13567103696159508,0.03494073350396899,0.224,0.13637253462536095,0.15795615476123037,0.17043098745226404,0.19563307030129123,0.41267394640441657,0.07676330200933597,0.5789473684210527,0.4176356589147287
sm6-6,sm6-6,0.18576268200963605,0.05169461061638282,0.3194444444444444,0.17445652173913043,0.23759590792838878,0.2633314054366686,0.2733844468784227,0.1453587060119769,0.03772652978261366,0.24489795918367346,0.14026889654041647,0.18049568965517243,0.19729940782195615,0.20940697674418604,0.1343385532471543,0.03446369162809094,0.22641509433962265,0.13027011156782148,0.16511627906976747,0.18181818181818182,0.1932017543859649,0.4296607590388697,0.1093363572665463,0.6363636363636364,0.44315245478036175
sm6-7,sm6-7,0.21878340711164426,0.09440761066719681,0.6923076923076923,0.2044232649071359,0.27708860759493675,0.3395928541753219,0.36229220680189106,0.1755680945569964,0.08184302337876419,0.6705882352941176,0.16678864168618268,0.216169987656498,0.2718817905258583,0.2893180266302491,0.1610819452358361,0.07607916828594458,0.648936170212766,0.152,0.20880904085772242,0.25,0.25943117458753995,0.46525127855867343,0.1316426118604071,0.9629629629629629,0.44281045751633985
sm6-8,sm6-8,0.22842755715330818,0.05851296811733579,0.3924050632911392,0.2296703296703297,0.2816068866571019,0.30292174796747967,0.3231409168081494,0.18383347392622318,0.04479517106075412,0.32038834951456313,0.18221343873517787,0.22036241045090604,0.24213963963963964,0.25877761413843875,0.16821058960529975,0.041261706310309704,0.2956521739130435,0.16594202898550725,0.20180451127819551,0.2209207459207459,0.2398301193755739,0.4537825039472732,0.07140408311166317,0.7333333333333333,0.4523809523809524
sm6-9,sm6-9,0.21240816755885542,0.09264328473603108,0.7619047619047619,0.19527511961722488,0.2679569892473118,0.31717116125481565,0.3460497835497835,0.16823214552931218,0.07948658592845775,0.7142857142857143,0.1531942633637549,0.2067825591336563,0.24517461878996552,0.2667158018867923,0.15505804883248958,0.07374374520550055,0.6847826086956522,0.14121899538825877,0.18800429513729103,0.22648720505151212,0.24162635058861462,0.47293205045350745,0.12997185151294569,0.8484848484848485,0.45
sm6-10,sm6-10,0.19978949495185966,0.07089348302589331,0.38823529411764707,0.18385471898197242,0.27375939849624065,0.29069767441860467,0.32683650615901455,0.16167431033330548,0.0541946682488869,0.3017241379310345,0.15450849963045085,0.21098050458715598,0.23640696228760877,0.2541083099906629,0.14628377533057907,0.0478111341730677,0.2748091603053435,0.14068287037037036,0.18869654935228705,0.20862403100775195,0.22410809529453596,0.4153982934632801,0.10042435034315478,0.64,0.4090909090909091
sm6-11,sm6-11,0.19272094966816744,0.0611181318791173,0.40298507462686567,0.18095008826833575,0.24345114345114346,0.2664253048780488,0.2886969696969697,0.15357704824473875,0.04841582173033816,0.3333333333333333,0.14863759103183044,0.18898521162672108,0.21014799154334038,0.23338870431893682,0.1413192700222067,0.044382869962459257,0.31313131313131315,0.13660394961903283,0.17250829978102708,0.19513633014001475,0.21755571793934964,0.398286128884953,0.11834538432180905,0.6857142857142857,0.38675213675213677
sm6-12,sm6-12,0.21053406402712466,0.09560127585956173,0.7619047619047619,0.20101010101010103,0.27460815047021947,0.31937321937321933,0.3628547297297297,0.1662747024028546,0.08188669396472391,0.7142857142857143,0.15859338612016766,0.20933333333333334,0.2399719495091164,0.2756060606060606,0.15489603749486708,0.07575952081714898,0.6847826086956522,0.1466709346991037,0.1925194071983063,0.22406335668595798,0.2509297520661156,0.46974155265658984,0.1268160005814341,0.8484848484848485,0.4473684210526316
sm6-13,sm6-13,0.16808038952775278,0.06667681582596008,0.48148148148148145,0.1543040293040293,0.18978947368421054,0.2439655172413793,0.2712561041779705,0.13703810452545528,0.052941023573719985,0.39090909090909093,0.125,0.15607017543859653,0.19738317757009344,0.21966950959488252,0.12372194655149153,0.0458794168833727,0.3412698412698413,0.1138804457953394,0.1451105216622458,0.17555737074764557,0.19287280701754375,0.45316364115276975,0.11905285363875207,0.8108108108108109,0.43478260869565216
sm6-14,sm6-14,0.21390091594339541,0.07824083622281841,0.5666666666666667,0.19585281073954214,0.2922790697674419,0.30535117056856187,0.3471666666666666,0.17030742261951812,0.059816887025265116,0.42857142857142855,0.1534536891679749,0.22346832814122536,0.24412971674507056,0.26379846568525817,0.1566271419582771,0.05440560273012742,0.3829787234042553,0.1429614086305994,0.20203389830508478,0.22569444444444442,0.24121900826446271,0.4351818313211842,0.11806829726195281,0.7741935483870968,0.4148056244830438
sm6-15,sm6-15,0.20784795675759682,0.07582557000673923,0.5666666666666667,0.20509171410499683,0.25955204216073785,0.290830144244922,0.3243421052631579,0.16314309802663998,0.058055107139437186,0.42857142857142855,0.16035353535353536,0.20374602629091848,0.22860025488530158,0.2538063696579257,0.15337607815775914,0.052475117373865655,0.3829787234042553,0.14771881973716838,0.19590592334494775,0.21664073137521883,0.23688279978296253,0.42796475810412343,0.11586249849415106,0.7741935483870968,0.42264957264957265
sm6-16,sm6-16,0.17728686244835284,0.0505693357686624,0.4027777777777778,0.17213403880070546,0.21904761904761907,0.24064358700625285,0.24769206696917534,0.14114963973592362,0.039613281634211246,0.3157894736842105,0.13738656987295828,0.17571906354515054,0.18919968919968919,0.19657957718388508,0.12934933087019215,0.03562531642769827,0.2857142857142857,0.12875037503750375,0.15933333333333335,0.17250783699059563,0.17905844155844153,0.38454855012474193,0.09049452864245866,0.6666666666666666,0.36753246753246754
sm6-17,sm6-17,0.197227924581063,0.06354109316467686,0.3373493975903614,0.20112359550561798,0.2603595890410959,0.27366771159874603,0.2968518518518518,0.15984099381925174,0.05073420760311522,0.2692307692307692,0.16309674577391114,0.2041905778726812,0.2224977043158861,0.23494257588187037,0.1438556471784866,0.04429114282396886,0.23622047244094488,0.1457837470248215,0.1822924901185771,0.1964028776978417,0.21355769230769228,0.4212745205609359,0.1095531010933945,0.6944444444444444,0.40858505564387915
sm6-18,sm6-18,0.18220200757704344,0.05385299484539191,0.3392857142857143,0.17623529411764705,0.22679841897233202,0.2571154461144867,0.2727272727272727,0.14403980012605416,0.041546918928287574,0.2549019607843137,0.13719544076126738,0.1821867321867322,0.2029090909090909,0.21789146202275314,0.131379111978959,0.03743529816150305,0.22598870056497175,0.1258069890457745,0.16232426704344757,0.18212987012987014,0.1991542288557214,0.38577457883311883,0.10151388159262828,0.6607142857142857,0.3832167832167832
sm6-19me,sm6-19me,0.1697605858999244,0.03870694386536221,0.2967032967032967,0.16666666666666666,0.2,0.22199810156620786,0.2332623340598375,0.13671930935827512,0.02848907635428021,0.2231404958677686,0.13513513513513514,0.15973460797602912,0.17469010434904406,0.18495411448562585,0.1254233790554964,0.025824634779109023,0.2196969696969697,0.12351920545650352,0.1481871876419809,0.1559535951045385,0.16383949002942136,0.40879354805141044,0.09135988323238974,0.7647058823529411,0.4078309078309078
sm6-20,sm6-20,0.16569889054338055,0.04435966688790299,0.2872340425531915,0.16483516483516483,0.2009677419354839,0.22257683215130022,0.2422075471698112,0.13753804545961346,0.0350179045980889,0.22764227642276422,0.1335680751173709,0.1679166434501588,0.18833333333333332,0.1965369059656218,0.12638437649602213,0.031167920049329372,0.20437956204379562,0.12365107913669066,0.1529143897996357,0.16918663946965834,0.18369597839135654,0.40180022867003035,0.08502001299722017,0.7647058823529411,0.40724815724815727
sm6-21,sm6-21,0.1643397947083843,0.054977485207835845,0.31868131868131866,0.15590277777777778,0.20943521594684386,0.2442307692307692,0.2736842105263158,0.12954158605208824,0.041801478317644435,0.24193548387096775,0.12360970677451971,0.1610599078341014,0.1914878532942622,0.21741676234213542,0.1198642083528816,0.03736836102947758,0.22794117647058823,0.11333333333333333,0.1457758925415341,0.17193496801705757,0.1923793859649122,0.4495595709369305,0.11592738915332204,0.7714285714285715,0.44590643274853803
