compn,pKa,correct name,reference,smiles,smarts,inchi,inchiKey
sm6-10_cation->neut,9.02,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc(cc1)C(=O)NCC(=O)Nc2nc3ccccc3s2,,"InChI=1S/C16H13N3O2S/c20-14(10-17-15(21)11-6-2-1-3-7-11)19-16-18-12-8-4-5-9-13(12)22-16/h1-9H,10H2,(H,17,21)(H,18,19,20)ÊÊ",XADJPGOQPUOTJY-UHFFFAOYSA-N
sm6-11_cation->neut,3.89,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc(cc1)n2c3c(cn2)c(ncn3)N,,"InChI=1S/C11H9N5/c12-10-9-6-15-16(11(9)14-7-13-10)8-4-2-1-3-5-8/h1-7H,(H2,12,13,14)Ê",KKDPIZPUTYIBFX-UHFFFAOYSA-NÊ
sm6-12_cation->neut,5.28,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc2c(c1)c(ncn2)Nc3cccc(c3)Cl.Cl,,"ÊInChI=1S/C14H10ClN3.ClH/c15-10-4-3-5-11(8-10)18-14-12-6-1-2-7-13(12)16-9-17-14;/h1-9H,(H,16,17,18);1HÊÊ",ÊKJSNIHYRHGBGAQ-UHFFFAOYSA-N
sm6-13_cation->neut,5.77,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,Cc1cccc(c1)Nc2c3cc(c(cc3ncn2)OC)OC,,"InChI=1S/C17H17N3O2/c1-11-5-4-6-12(7-11)20-17-13-8-15(21-2)16(22-3)9-14(13)18-10-19-17/h4-10H,1-3H3,(H,18,19,20)ÊÊ",RSVNNWQHWIOIOC-UHFFFAOYSA-NÊ
sm6-14_2cation->cation,2.58,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc(cc1)n2cnc3c2ccc(c3)N,,"InChI=1S/C13H11N3/c14-10-6-7-13-12(8-10)15-9-16(13)11-4-2-1-3-5-11/h1-9H,14H2",JSQMNGQWESPAOF-UHFFFAOYSA-N
sm6-14_cation->neut,5.3,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc(cc1)n2cnc3c2ccc(c3)N,,"InChI=1S/C13H11N3/c14-10-6-7-13-12(8-10)15-9-16(13)11-4-2-1-3-5-11/h1-9H,14H2",JSQMNGQWESPAOF-UHFFFAOYSA-N
sm6-15_cation->neut,4.7,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc2c(c1)ncn2c3ccc(cc3)O,,"InChI=1S/C13H10N2O/c16-11-7-5-10(6-8-11)15-9-14-12-3-1-2-4-13(12)15/h1-9,16HÊÊ",YPKCOJPZSAGCHD-UHFFFAOYSA-NÊÊ
sm6-15_neut->an,8.94,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc2c(c1)ncn2c3ccc(cc3)O,,"InChI=1S/C13H10N2O/c16-11-7-5-10(6-8-11)15-9-14-12-3-1-2-4-13(12)15/h1-9,16HÊÊ",YPKCOJPZSAGCHD-UHFFFAOYSA-NÊÊ
sm6-16_cation->neut,5.37,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1cc(c(c(c1)Cl)C(=O)Nc2ccncc2)Cl,,"InChI=1S/C12H8Cl2N2O/c13-9-2-1-3-10(14)11(9)12(17)16-8-4-6-15-7-5-8/h1-7H,(H,15,16,17)",OLJPUMGNYIOTFM-UHFFFAOYSA-N
sm6-16_neut->an,10.65,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1cc(c(c(c1)Cl)C(=O)Nc2ccncc2)Cl,,"InChI=1S/C12H8Cl2N2O/c13-9-2-1-3-10(14)11(9)12(17)16-8-4-6-15-7-5-8/h1-7H,(H,15,16,17)",OLJPUMGNYIOTFM-UHFFFAOYSA-N
sm6-17_cation->neut,3.16,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc(cc1)CSc2nnc(o2)c3ccncc3,,"InChI=1S/C14H11N3OS/c1-2-4-11(5-3-1)10-19-14-17-16-13(18-14)12-6-8-15-9-7-12/h1-9H,10H2",JYGQRLOMJKRAQM-UHFFFAOYSA-NÊ
sm6-18_cation->neut,2.15,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc2c(c1)c(=O)[nH]c(n2)CCC(=O)Nc3ncc(s3)Cc4ccc(c(c4)F)F,,"InChI=1S/C21H16F2N4O2S/c22-15-6-5-12(10-16(15)23)9-13-11-24-21(30-13)27-19(28)8-7-18-25-17-4-2-1-3-14(17)20(29)26-18/h1-6,10-11H,7-9H2,(H,24,27,28)(H,25,26,29)Ê",NSBOINOQPZJFJR-UHFFFAOYSA-N
sm6-18_neut->an,9.58,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc2c(c1)c(=O)[nH]c(n2)CCC(=O)Nc3ncc(s3)Cc4ccc(c(c4)F)F,,"InChI=1S/C21H16F2N4O2S/c22-15-6-5-12(10-16(15)23)9-13-11-24-21(30-13)27-19(28)8-7-18-25-17-4-2-1-3-14(17)20(29)26-18/h1-6,10-11H,7-9H2,(H,24,27,28)(H,25,26,29)Ê",NSBOINOQPZJFJR-UHFFFAOYSA-N
sm6-18_an->2an,11.02,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1ccc2c(c1)c(=O)[nH]c(n2)CCC(=O)Nc3ncc(s3)Cc4ccc(c(c4)F)F,,"InChI=1S/C21H16F2N4O2S/c22-15-6-5-12(10-16(15)23)9-13-11-24-21(30-13)27-19(28)8-7-18-25-17-4-2-1-3-14(17)20(29)26-18/h1-6,10-11H,7-9H2,(H,24,27,28)(H,25,26,29)Ê",NSBOINOQPZJFJR-UHFFFAOYSA-N
sm6-19me_cation->neut,9.56,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,CCc1cc(SC(NC(Cc2cc(Cl)c(Cl)cc2)=O)[N]3)c3cc1,,"InChI=1S/C17H15Cl2N2OS/c1-2-10-4-6-14-15(8-10)23-17(20-14)21-16(22)9-11-3-5-12(18)13(19)7-11/h3-8,17H,2,9H2,1H3,(H,21,22)",HBKYFMHOGASEDV-UHFFFAOYSA-N
sm6-20_neut->an,5.7,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1cc(cc(c1)OCc2ccc(cc2Cl)Cl)/C=C/3\C(=O)NC(=O)S3,,"InChI=1S/C17H11Cl2NO3S/c18-12-5-4-11(14(19)8-12)9-23-13-3-1-2-10(6-13)7-15-16(21)20-17(22)24-15/h1-8H,9H2,(H,20,21,22)/b15-7+",XQTSESLEAASMKJ-VIZOYTHASA-N
sm6-21_cation->neut,4.1,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1cc(cc(c1)Br)Nc2c(cnc(n2)Nc3cccc(c3)Br)F,,"InChI=1S/C16H11Br2FN4/c17-10-3-1-5-12(7-10)21-15-14(19)9-20-16(23-15)22-13-6-2-4-11(18)8-13/h1-9H,(H2,20,21,22,23)",JMFBVEWGVFCOKD-UHFFFAOYSA-N
sm6-22_cation->neut,2.4,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1cc2c(cc(c(c2nc1)O)I)I,,"InChI=1S/C9H5I2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H",UXZFQZANDVDGMM-UHFFFAOYSA-N
sm6-22_neut->an,7.43,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,c1cc2c(cc(c(c2nc1)O)I)I,,"InChI=1S/C9H5I2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H",UXZFQZANDVDGMM-UHFFFAOYSA-N
sm6-23me_cation->neut,5.45,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,COC(c1ccc(Nc2nc(Nc3ccc(C(OC)=O)cc3)nc(C)c2)cc1)=O,,"InChI=1S/C21H20N4O4/c1-13-12-18(23-16-8-4-14(5-9-16)19(26)28-2)25-21(22-13)24-17-10-6-15(7-11-17)20(27)29-3/h4-12H,1-3H3,(H2,22,23,24,25)",BKMXVXMNGPLTOJ-UHFFFAOYSA-N
sm6-24_cation->neut,2.6,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7904668/#_ad93_,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO,,"InChI=1S/C22H21N3O4/c1-27-16-7-3-14(4-8-16)18-19-21(23-11-12-26)24-13-25-22(19)29-20(18)15-5-9-17(28-2)10-6-15/h3-10,13,26H,11-12H2,1-2H3,(H,23,24,25)",ARBUGBBNEFAECO-UHFFFAOYSA-N
