,compn,exp.pKa,pred.pKa,M.U.E
43,1methylhistidine_2cation->cation (+2 -> +1),1.69,1.9310360386909267,0.2410360386909267
44,1methylhistidine_cation->neut (+1 -> +0),6.48,5.780620215597049,0.699379784402951
45,1methylhistidine_neut->an (+0 -> -1),8.85,9.212015528580809,0.3620155285808089
46,1methylimidazole_cation->neut (+1 -> +0),7.31,7.09619536060145,0.21380463939854977
47,1methylxanthine_an->2an (-1 -> -2),12.0,11.624683027818719,0.375316972181281
48,1naphtoic_neut->an (+0 -> -1),3.7,4.014950614464014,0.3149506144640135
49,1naphtol_neut->an (+0 -> -1),9.34,9.475814827779907,0.13581482777990672
50,1naphtylamine_cation->neut (+1 -> +0),3.92,3.863735871329542,0.056264128670457936
51,1phenylurazole_neut->an (+0 -> -1),4.8,5.06726434598976,0.26726434598976034
52,2-methylpropanoic_neut->an (+0 -> -1),4.84,4.805260035901566,0.03473996409843405
53,22bipyridine_2cation->cation (+2 -> +1),0.05,0.16638035380997174,0.11638035380997173
54,22bipyridine_cation->neut (+1 -> +0),4.4,4.596312846117557,0.19631284611755628
55,22dibromopropanoic_neut->an (+0 -> -1),1.48,2.0038718378935174,0.5238718378935174
56,22dichloropropanoic_neut->an (+0 -> -1),2.06,1.5779834206784162,0.4820165793215838
57,2345tetramethylpyrrole_cation->neut (+1 -> +0),3.78,3.5326021511147383,0.2473978488852615
58,234trimethylpyrrole_cation->neut (+1 -> +0),3.92,3.742553871901097,0.1774461280989028
59,23butanediamine_2cation->cation (+2 -> +1),6.91,6.713754559950385,0.19624544004961475
60,23butanediamine_cation->neut (+1 -> +0),10.0,10.319771389857095,0.3197713898570953
61,23dichlorophenol_neut->an (+0 -> -1),7.44,7.807944680719257,0.36794468071925657
62,23dimethylaniline_cation->neut (+1 -> +0),4.7,4.415222938440352,0.2847770615596481
63,23dimethylbenzoic_neut->an (+0 -> -1),3.77,4.594402317131382,0.8244023171313821
64,23dimethylphenol_neut->an (+0 -> -1),10.5,10.55832023319184,0.05832023319183932
65,23dimethylquinoline_cation->neut (+1 -> +0),4.94,5.167215894283368,0.22721589428336753
66,23dinitrobenzoic_neut->an (+0 -> -1),1.85,1.372183814308392,0.4778161856916081
67,23dimethylsuccinic_neut->an (+0 -> -1),3.93,3.750945619182837,0.17905438081716296
68,23dimethylsuccinic_an->2an (-1 -> -2),6.0,6.131077918255887,0.13107791825588677
69,234trimethylphenol_neut->an (+0 -> -1),10.59,10.703129144009768,0.11312914400976837
70,245trifluorophenol_neut->an (+0 -> -1),7.37,7.707265473444665,0.3372654734446652
71,245trimethylimidazole_cation->neut (+1 -> +0),8.92,8.924068755658206,0.004068755658206413
72,245trimethylthiazole_cation->neut (+1 -> +0),4.55,4.561531483093951,0.011531483093951245
73,246trimethylbenzoic_neut->an (+0 -> -1),3.45,3.764439616624494,0.3144396166244938
74,246trimethylphenol_neut->an (+0 -> -1),10.88,11.111046290936912,0.2310462909369111
75,246trimethylpyridine_cation->neut (+1 -> +0),7.43,7.591265840314261,0.16126584031426106
76,246trinitrobenzoic_neut->an (+0 -> -1),0.65,0.5545493948153064,0.09545060518469362
77,246tribromobenzoic_neut->an (+0 -> -1),1.41,1.155734871678158,0.254265128321842
78,246trimethylpyridineNoxyde_cation->neut (+1 -> +0),1.99,1.4961442626582402,0.4938557373417598
79,24dichloro6nitroaniline_cation->neut (+1 -> +0),-3.0,-3.2023700173257312,0.20237001732573123
80,24dichlorophenol_neut->an (+0 -> -1),7.85,7.97566677961705,0.12566677961705075
81,24dimethyl8hydroxyquinoline_cation->neut (+1 -> +0),6.2,6.003643336998795,0.1963566630012048
82,24dimethyl8hydroxyquinoline_neut->an (+0 -> -1),10.6,10.286033501972547,0.3139664980274528
83,24dimethylaniline_cation->neut (+1 -> +0),4.89,5.006565595768071,0.1165655957680709
84,24dimethylbenzoic_neut->an (+0 -> -1),4.22,4.3962726413667434,0.1762726413667437
85,24dimethylimidazole_cation->neut (+1 -> +0),8.38,8.10925469987603,0.2707453001239699
86,24dimethylphenol_neut->an (+0 -> -1),10.58,10.61196362569244,0.03196362569243938
87,24dimethylpyridine_cation->neut (+1 -> +0),6.74,6.474117411490281,0.2658825885097196
88,24dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.63,1.6950442792651481,0.06504427926514822
89,24dimethylthiazole_cation->neut (+1 -> +0),3.76,3.6181569599740238,0.14184304002597603
90,24dinitrobenzoic_neut->an (+0 -> -1),1.43,1.9146021655106091,0.4846021655106092
91,24dinitrophenol_neut->an (+0 -> -1),4.08,4.632406490362331,0.5524064903623307
92,25dichloro4nitroaniline_cation->neut (+1 -> +0),-1.74,-1.6576123763113855,0.08238762368861452
93,25dimethylaniline_cation->neut (+1 -> +0),4.53,4.701440338765597,0.1714403387655965
94,25dimethylbenzoic_neut->an (+0 -> -1),3.99,4.355406031569866,0.36540603156986595
95,25dimethylphenol_neut->an (+0 -> -1),10.22,10.271941820599519,0.05194182059951835
96,25dimethylpiperazine_2cation->cation (+2 -> +1),5.2,5.900339736184549,0.7003397361845485
97,25dimethylpiperazine_cation->neut (+1 -> +0),9.66,9.739688650557387,0.07968865055738661
98,25dimethylpyrazine_cation->neut (+1 -> +0),1.9,1.8441171748902256,0.05588282510977427
99,25dimethylpyridine_cation->neut (+1 -> +0),6.43,6.573551552291595,0.1435515522915951
100,25dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.21,1.2907342186083257,0.08073421860832575
101,25dimethylthiazole_cation->neut (+1 -> +0),3.91,3.870690823554252,0.03930917644574805
102,25dinitrobenzoic_neut->an (+0 -> -1),1.62,1.6540945370996871,0.03409453709968702
103,25dinitrophenol_neut->an (+0 -> -1),5.22,5.378827508235856,0.15882750823585656
104,25dioxybenzoquinone_neut->an (+0 -> -1),2.71,2.769220384313315,0.05922038431331522
105,25dioxybenzoquinone_an->2an (-1 -> -2),5.18,5.114022405406283,0.06597759459371666
106,25dioxydinitrobenzoquinone_an->2an (-1 -> -2),-0.5,0.5585354103653248,1.0585354103653248
107,26dichloro4nitroaniline_cation->neut (+1 -> +0),-3.31,-3.0750334008357463,0.23496659916425378
108,26dichlorophenol_neut->an (+0 -> -1),6.78,6.447578578868378,0.3324214211316221
109,26dihydroxybenzoic_neut->an (+0 -> -1),1.3,1.0005713786867192,0.29942862131328085
110,26dimethylquinoline_cation->neut (+1 -> +0),5.46,5.41882540488113,0.04117459511886956
111,26dimethyl4nitrophenol_neut->an (+0 -> -1),7.19,6.696001863840079,0.49399813615992105
112,26dimethylaniline_cation->neut (+1 -> +0),3.95,4.077050335221294,0.12705033522129394
113,26dimethylbenzoic_neut->an (+0 -> -1),3.36,3.2697753051405067,0.09022469485949314
114,26dimethylphenol_neut->an (+0 -> -1),10.59,10.431459153639612,0.15854084636038834
115,26dimethylpiperidine_cation->neut (+1 -> +0),11.07,10.593109380620767,0.47689061937923327
116,26dimethylpyrazine_cation->neut (+1 -> +0),2.2,1.9392807894452684,0.2607192105547318
117,26dimethylpyridine_cation->neut (+1 -> +0),6.71,6.213493558058575,0.4965064419414249
118,26dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.37,1.2040840216558708,0.1659159783441293
119,26dimethylpyrimidine_cation->neut (+1 -> +0),2.7,3.2770865545420813,0.5770865545420811
120,26dinitrobenzoic_neut->an (+0 -> -1),1.14,0.8392884564911229,0.30071154350887697
121,26dinitrophenol_neut->an (+0 -> -1),3.71,3.5149360668194705,0.1950639331805295
122,2acetamidobenzoic_neut->an (+0 -> -1),3.63,2.864253368419038,0.7657466315809618
123,2acetyl1133tetramethylguanidine_cation->neut (+1 -> +0),7.5,7.811103055275165,0.311103055275165
124,2acetylbenzoic_neut->an (+0 -> -1),4.13,2.9179499791725094,1.2120500208274905
125,2acetamidobutanoic_neut->an (+0 -> -1),3.72,3.64751559912252,0.07248440087748032
126,2acetylphenol_neut->an (+0 -> -1),9.19,9.509197334240689,0.3191973342406893
127,2acetylpyridine_cation->neut (+1 -> +0),2.64,2.3061449139527177,0.3338550860472824
128,2aminobutanoic_cation->neut (+1 -> +0),2.29,2.41595778036658,0.1259577803665799
129,2aminobutanoic_neut->an (+0 -> -1),9.83,9.543455332552611,0.28654466744738905
130,2amino1naphtalenesulfonic_neut->an (+0 -> -1),2.35,2.9563080314808197,0.6063080314808196
131,2amino2cyanopropane_cation->neut (+1 -> +0),5.3,5.47440565806795,0.1744056580679505
132,2amino3methylpyridine_cation->neut (+1 -> +0),7.14,6.798969124756931,0.3410308752430691
133,2amino4methylpyridine_cation->neut (+1 -> +0),7.48,7.532106482214056,0.05210648221405556
134,2amino4naphtalenesulfonic_neut->an (+0 -> -1),3.79,3.428141115598284,0.3618588844017161
135,2amino56dihydropyrimidin4one_cation->neut (+1 -> +0),7.05,6.981964122032054,0.06803587796794552
136,2amino5methylpyridine_cation->neut (+1 -> +0),7.22,7.204194689110162,0.01580531088983772
137,2amino6methylpyridine_cation->neut (+1 -> +0),7.41,7.309374114192776,0.10062588580722398
138,2amino6naphtalenesulfonic_neut->an (+0 -> -1),3.79,3.6598317835622067,0.1301682164377933
139,2amino8naphtalenesulfonic_neut->an (+0 -> -1),3.89,3.68200161974503,0.20799838025497008
140,2aminoacridine_cation->neut (+1 -> +0),5.9,6.012691486601864,0.11269148660186357
141,2aminobenzoic_cation->neut (+1 -> +0),2.09,2.08003694660267,0.009963053397330057
142,2aminobenzoic_neut->an (+0 -> -1),4.79,4.7496985819290325,0.04030141807096754
143,2aminobenzoicmethylester_cation->neut (+1 -> +0),2.36,2.285612682251762,0.0743873177482377
144,2aminobenzosulfonic_neut->an (+0 -> -1),2.46,2.941817538004691,0.48181753800469096
145,2aminobenzothiazole_cation->neut (+1 -> +0),4.48,4.019405438807898,0.46059456119210207
146,2aminobiphenyl_cation->neut (+1 -> +0),3.78,3.828454160359551,0.04845416035955141
147,2aminoethylphosphonic_an->2an (-1 -> -2),10.8,9.381671851938783,1.4183281480612173
148,2aminoethylphosphonic_cation->neut (+1 -> +0),2.45,1.6284776261642238,0.8215223738357764
149,2aminoethylphosphonic_neut->an (+0 -> -1),7.0,8.88493586514561,1.8849358651456107
150,2aminoimidazole_cation->neut (+1 -> +0),8.46,8.188765074747112,0.27123492525288917
151,2aminopyrazine_cation->neut (+1 -> +0),3.07,3.015170845964496,0.0548291540355037
152,2aminopyridine_cation->neut (+1 -> +0),6.71,6.768070875394964,0.05807087539496436
153,2aminopyrimidine_cation->neut (+1 -> +0),3.55,3.8791839083858077,0.3291839083858079
154,2aminopropanol_cation->neut (+1 -> +0),9.47,9.384104048398152,0.08589595160184871
155,2aminoquinoline_cation->neut (+1 -> +0),7.34,7.313598119549725,0.02640188045027525
156,2aminothiazole_cation->neut (+1 -> +0),5.36,5.406826417295243,0.04682641729524306
157,2aminothiophenol_neut->an (+0 -> -1),5.9,5.537194283549154,0.362805716450846
158,2bromo6nitrobenzoic_neut->an (+0 -> -1),1.37,2.022158496061717,0.652158496061717
159,2bromoaniline_cation->neut (+1 -> +0),2.53,2.4709226535129973,0.05907734648700247
160,2bromobenzoic_neut->an (+0 -> -1),2.85,2.650298007334449,0.19970199266555122
161,2bromophenol_neut->an (+0 -> -1),8.45,8.840766018255046,0.39076601825504653
162,2bromophenylacetic_neut->an (+0 -> -1),2.21,3.0670224546959384,0.8570224546959384
163,2bromophenylphosphonic_an->2an (-1 -> -2),7.37,7.622556821886267,0.2525568218862668
164,2bromophenylphosphonic_neut->an (+0 -> -1),1.53,1.7797654829336835,0.2497654829336835
165,2bromopropanoic_neut->an (+0 -> -1),2.97,2.8638451984533857,0.1061548015466145
166,2bromopyridine_cation->neut (+1 -> +0),0.84,0.5365045432455364,0.30349545675446354
167,2bromoquinoline_cation->neut (+1 -> +0),1.5,0.5133656476753901,0.9866343523246099
168,2carbamoylpyridine_cation->neut (+1 -> +0),2.1,1.3564178652343992,0.7435821347656009
169,2chloro2methylpropanoic_neut->an (+0 -> -1),2.98,3.1745426352847357,0.1945426352847357
170,2chloro3nitrobenzoic_neut->an (+0 -> -1),2.02,2.5996282061880667,0.5796282061880667
171,2chloro4nitrobenzoic_neut->an (+0 -> -1),1.96,1.856487807496415,0.1035121925035849
172,2chloro5nitrobenzoic_neut->an (+0 -> -1),2.17,1.9729776148558473,0.1970223851441526
173,2chloro6nitroaniline_cation->neut (+1 -> +0),-2.41,-2.2222760025299486,0.18772399747005153
174,2chloroimidazole_cation->neut (+1 -> +0),3.55,3.3741669125922815,0.1758330874077183
175,2chloroisocrotonic_neut->an (+0 -> -1),2.8,3.2550472749154444,0.4550472749154446
176,2chloropropanoic_neut->an (+0 -> -1),2.84,2.6989138504829198,0.1410861495170801
177,2chloropyridine_cation->neut (+1 -> +0),0.47,0.6052622233809037,0.13526222338090377
178,2cyano2methylpropanoic_neut->an (+0 -> -1),2.29,2.5345764427266433,0.24457644272664325
179,2cyanopropanoic_neut->an (+0 -> -1),2.37,2.813640734575028,0.44364073457502773
180,2cyanopyridine_cation->neut (+1 -> +0),-0.26,-0.27424410819667155,0.014244108196671545
181,2dicyanoethylamine_cation->neut (+1 -> +0),5.14,5.490373836202594,0.35037383620259455
182,2dimethylaminopyrazine_cation->neut (+1 -> +0),3.24,2.778870542963542,0.46112945703645813
183,2fluoroaniline_cation->neut (+1 -> +0),3.2,3.363991907871709,0.1639919078717087
184,2fluoropyridine_cation->neut (+1 -> +0),-0.44,-0.27428413763334003,0.16571586236665997
185,2hydroxy3methylbenzoic_neut->an (+0 -> -1),2.99,2.9069708123471143,0.08302918765288592
186,2hydroxy3nitrobenzoic_neut->an (+0 -> -1),1.87,2.659903916853551,0.7899039168535511
187,2hydroxy4methylpyridine_cation->neut (+1 -> +0),1.14,0.9708258097325393,0.1691741902674606
188,2hydroxy4methylpyridine_neut->an (+0 -> -1),12.23,12.319196445260529,0.08919644526052828
189,2hydroxy1naphtoic_neut->an (+0 -> -1),2.7,3.613628149666817,0.9136281496668168
190,2hydroxy1naphtoic_an->2an (-1 -> -2),11.9,10.781864290776845,1.1181357092231554
191,2hydroxy5nitrobenzoic_neut->an (+0 -> -1),2.12,2.4888776624343016,0.36887766243430153
192,2hydroxy6nitrobenzoic_neut->an (+0 -> -1),2.24,1.1274033364920593,1.112596663507941
193,2hydroxyacridine_cation->neut (+1 -> +0),5.62,5.438243836922259,0.18175616307774067
194,2hydroxyacridine_neut->an (+0 -> -1),8.85,8.83865001359105,0.01134998640895013
195,2hydroxybenzaldehyde_neut->an (+0 -> -1),8.34,8.203110562824227,0.13688943717577295
196,2hydroxybenzamide_neut->an (+0 -> -1),8.47,8.300587683782986,0.1694123162170147
197,2hydroxypyridine_neut->an (+0 -> -1),11.6,11.579098120175853,0.020901879824146263
198,2hydroxypyridineNoxyde_cation->neut (+1 -> +0),-0.8,-0.3004626815608278,0.49953731843917226
199,2hydroxypyridineNoxyde_neut->an (+0 -> -1),5.97,5.916048100022808,0.053951899977191964
200,2hydroxyquinoline_cation->neut (+1 -> +0),-0.31,-0.16059245280954482,0.14940754719045518
201,2hydroxyquinoline_neut->an (+0 -> -1),11.74,11.940247482115176,0.2002474821151754
202,2iodoaniline_cation->neut (+1 -> +0),2.54,3.1511607004339073,0.6111607004339072
203,2iodobenzoic_neut->an (+0 -> -1),2.86,2.6932043811412925,0.16679561885870742
204,2iodophenol_neut->an (+0 -> -1),8.46,8.027535670078258,0.4324643299217428
205,2iodopyridine_cation->neut (+1 -> +0),1.82,2.8156154221694543,0.9956154221694542
206,2iodopropanoic_neut->an (+0 -> -1),3.11,3.3071293725002198,0.1971293725002199
207,2mercaptopropanoic_neut->an (+0 -> -1),3.64,4.231301221042242,0.5913012210422415
208,2mercaptopropanoic_an->2an (-1 -> -2),10.21,9.50916984900261,0.7008301509973904
209,2mercaptopyridine_cation->neut (+1 -> +0),-1.07,-1.1552550561630825,0.08525505616308249
210,2mercaptopyridine_neut->an (+0 -> -1),10.0,9.72250808861183,0.27749191138816975
211,2mercaptoquinoline_cation->neut (+1 -> +0),-1.44,-2.236226006061445,0.796226006061445
212,2mercaptoquinoline_neut->an (+0 -> -1),10.21,10.233527290644528,0.023527290644526744
213,2methoxycarbonylpyridine_cation->neut (+1 -> +0),2.21,1.9643536255179734,0.24564637448202653
214,2methoxyethylamine_cation->neut (+1 -> +0),9.45,9.493441483029486,0.04344148302948625
215,2methoxypyridine_cation->neut (+1 -> +0),3.06,3.0852373762972665,0.025237376297266412
216,4methyl34dihydroquinazoline_cation->neut (+1 -> +0),9.19,9.266585481239852,0.07658548123985298
217,2methyl4nitrobenzoic_neut->an (+0 -> -1),2.95,3.0265490891516347,0.0765490891516345
218,2methyl6nitrobenzoic_neut->an (+0 -> -1),1.87,2.6013737041245095,0.7313737041245094
219,2methylaminopyrazine_cation->neut (+1 -> +0),3.39,3.8440437798268103,0.4540437798268102
220,2methylimidazole_cation->neut (+1 -> +0),7.85,7.967070289981868,0.11707028998186875
221,2methylindole_cation->neut (+1 -> +0),-0.2,0.339728038556677,0.539728038556677
222,2methylpiperidine_cation->neut (+1 -> +0),11.08,10.962624524755679,0.11737547524432124
223,2methylpyrazine_cation->neut (+1 -> +0),1.46,1.6147409046730106,0.1547409046730106
224,2methylpyridine_cation->neut (+1 -> +0),5.96,5.898988565480685,0.061011434519315344
225,2methylpyridinenoxyde_cation->neut (+1 -> +0),1.03,1.1542394043281856,0.12423940432818559
226,2methylquinazoline_cation->neut (+1 -> +0),3.0,3.212854030538808,0.21285403053880803
227,2methylquinoline_cation->neut (+1 -> +0),5.7,5.385921604835742,0.31407839516425806
228,2methyltetrahydropyridine_cation->neut (+1 -> +0),9.55,9.545937595563089,0.0040624044369117485
229,2methylthiazole_cation->neut (+1 -> +0),3.59,3.491011628629222,0.09898837137077798
230,2naphtoic_neut->an (+0 -> -1),4.16,4.051458148775183,0.10854185122481752
231,2naphtol_neut->an (+0 -> -1),9.57,9.655515221864174,0.08551522186417415
232,2naphtylamine_cation->neut (+1 -> +0),4.11,4.020840448796762,0.08915955120323815
233,2nitrohydroquinone_an->2an (-1 -> -2),10.03,10.06514943284137,0.0351494328413704
234,2nitrohydroquinone_neut->an (+0 -> -1),7.63,7.581221689613051,0.048778310386948576
235,2nitroimidazole_cation->neut (+1 -> +0),-0.81,-0.6286664867850478,0.18133351321495228
236,2nitropyridine_cation->neut (+1 -> +0),-2.06,-2.0403903071643112,0.019609692835688808
237,2nndimethylaminobenzoic_cation->neut (+1 -> +0),1.4,2.151412204354635,0.7514122043546352
238,2nndimethylaminobenzoic_neut->an (+0 -> -1),8.51,8.24035520470887,0.2696447952911303
239,2oxopropanoic_neut->an (+0 -> -1),2.49,2.141470884657779,0.3485291153422212
240,2oxynaphtoquinone_neut->an (+0 -> -1),4.0,4.301860387837924,0.301860387837924
241,2pchlorocinnamic_neut->an (+0 -> -1),4.23,3.8878591291327256,0.34214087086727485
242,2ph5phimidazole_cation->neut (+1 -> +0),5.64,5.385699757569388,0.25430024243061133
243,2ph5phimidazole_neut->an (+0 -> -1),12.53,12.27975242209071,0.2502475779092901
244,2phbenzimidazole_neut->an (+0 -> -1),11.91,11.655247269892973,0.25475273010702715
245,2phenylimidazole_cation->neut (+1 -> +0),6.43,6.061111150533606,0.36888884946639333
246,2phenylimidazole_neut->an (+0 -> -1),13.32,12.906887412489041,0.4131125875109589
247,2tertbutylbenzoic_neut->an (+0 -> -1),3.57,2.896935132732944,0.673064867267056
248,2tertbutylphenol_neut->an (+0 -> -1),10.62,10.972384033466692,0.3523840334666932
249,2tertbutylpyridine_cation->neut (+1 -> +0),5.76,6.033600774921941,0.2736007749219409
250,2tertbutylthiazole_cation->neut (+1 -> +0),3.0,3.4587194801212258,0.45871948012122576
251,2thiophenecarboxylic_neut->an (+0 -> -1),3.53,3.4060232007727924,0.12397679922720739
252,2vinylpyridine_cation->neut (+1 -> +0),4.98,4.5113729141149586,0.46862708588504187
253,333trichlorolactic_neut->an (+0 -> -1),2.34,1.446675606500727,0.893324393499273
254,33bipyridine_2cation->cation (+2 -> +1),3.0,3.1123565626831375,0.11235656268313754
255,33bipyridine_cation->neut (+1 -> +0),4.6,4.394206146583948,0.2057938534160515
256,34dichlorophenol_neut->an (+0 -> -1),8.63,8.630323202654917,0.00032320265491669886
257,34dimethylaniline_cation->neut (+1 -> +0),5.17,5.08533993610721,0.08466006389279013
258,34dimethylbenzoic_neut->an (+0 -> -1),4.41,4.388766307356503,0.021233692643496838
259,34dimethyl8hydroxyquinoline_cation->neut (+1 -> +0),5.8,5.7469456902326765,0.05305430976732328
260,34dimethyl8hydroxyquinoline_neut->an (+0 -> -1),10.05,10.048008795648078,0.001991204351922349
261,34dimethylphenol_neut->an (+0 -> -1),10.32,10.325508469804387,0.005508469804386351
262,34dimethylpyridine_cation->neut (+1 -> +0),6.47,6.508364231150041,0.03836423115004095
263,34dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.49,1.3829506641667653,0.10704933583323473
264,34dinitrobenzoic_neut->an (+0 -> -1),2.82,2.8570362495211254,0.03703624952112561
265,34dinitrophenol_neut->an (+0 -> -1),5.42,5.4066973612224904,0.013302638777509479
266,345trifluorophenol_neut->an (+0 -> -1),7.84,8.040151130912601,0.20015113091260162
267,345trimethylphenol_neut->an (+0 -> -1),10.25,10.46280408901255,0.21280408901255043
268,35dibromoaniline_cation->neut (+1 -> +0),2.35,2.3544489109290385,0.00444891092903843
269,35dibromophenol_neut->an (+0 -> -1),8.06,8.002112844581585,0.05788715541841505
270,35dichlorophenol_neut->an (+0 -> -1),8.48,8.075558317544381,0.4044416824556194
271,35dihydroxybenzoic_neut->an (+0 -> -1),4.04,3.915889737612779,0.12411026238722123
272,35diiodoaniline_cation->neut (+1 -> +0),2.37,2.7935846991024915,0.4235846991024914
273,35diiodophenol_neut->an (+0 -> -1),8.1,8.453122989707012,0.3531229897070123
274,35dimethoxyaniline_cation->neut (+1 -> +0),3.86,3.8326436550751026,0.027356344924897247
275,35dimethoxyphenol_neut->an (+0 -> -1),9.35,9.493400896410204,0.14340089641020448
276,35dimethyl4nitrophenol_neut->an (+0 -> -1),8.25,7.750365837336701,0.4996341626632992
277,35dimethylbenzoic_neut->an (+0 -> -1),4.3,4.243380727284788,0.05661927271521172
278,35dimethylphenol_neut->an (+0 -> -1),10.15,10.023123174807186,0.12687682519281474
279,35dimethylpyridine_cation->neut (+1 -> +0),6.09,5.868855349116701,0.22114465088329904
280,35dimethylpyridineNoxyde_cation->neut (+1 -> +0),1.18,0.5717810351789749,0.608218964821025
281,35dinitroaniline_cation->neut (+1 -> +0),0.23,0.3841581636081708,0.15415816360817078
282,35dinitrobenzoic_neut->an (+0 -> -1),2.85,2.5222225236160183,0.3277774763839818
283,35dinitrophenol_neut->an (+0 -> -1),6.73,6.634075141224314,0.09592485877568624
284,36dichlorophtalic_neut->an (+0 -> -1),1.46,1.8357360951587731,0.37573609515877315
285,36dimethylpyridazine_cation->neut (+1 -> +0),3.99,4.365128769210295,0.3751287692102947
286,3acetamidobenzoic_neut->an (+0 -> -1),4.07,3.6884638058504375,0.38153619414956275
287,3acetoxybenzoic_neut->an (+0 -> -1),4.0,3.936500015564742,0.06349998443525795
288,3acetylbenzoic_neut->an (+0 -> -1),3.83,3.9195848658716796,0.08958486587167958
289,3acetylpyridine_cation->neut (+1 -> +0),3.26,3.296712130686662,0.036712130686662015
290,3amino1naphtoic_cation->neut (+1 -> +0),2.61,3.469965506519478,0.8599655065194782
291,3amino1naphtoic_neut->an (+0 -> -1),4.39,4.309801273827026,0.08019872617297352
292,3aminobenzoic_cation->neut (+1 -> +0),3.07,3.4853842925813145,0.4153842925813147
